obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
""	""	"674.31445"	"0.00016"	""	"1.11e+04"	C'	"25739.999"	"[40565.783]"	"2p6.4s"	"2S"	"1/2"	"2p6.12p"	"2P*"	"1/2"		"T817"	""	
""	""	"682.72719"	"0.00017"	""	"1.53e+04"	C'	"25739.999"	"40383.097"	"2p6.4s"	"2S"	"1/2"	"2p6.11p"	"2P*"	"3/2"		"T817"	""	
""	""	"682.73521"	"0.00017"	""	"1.53e+04"	C'	"25739.999"	"40382.925"	"2p6.4s"	"2S"	"1/2"	"2p6.11p"	"2P*"	"1/2"		"T817"	""	
""	""	"694.39549"	"0.00017"	""	"2.23e+04"	C'	"25739.999"	"40137.043"	"2p6.4s"	"2S"	"1/2"	"2p6.10p"	"2P*"	"3/2"		"T817"	""	
""	""	"694.40672"	"0.00017"	""	"2.23e+04"	C'	"25739.999"	"40136.810"	"2p6.4s"	"2S"	"1/2"	"2p6.10p"	"2P*"	"1/2"		"T817"	""	
""	""	"711.30404"	"0.00018"	""	"4.43e+04"	C+	"25739.999"	"[39794.810]"	"2p6.4s"	"2S"	"1/2"	"2p6.9p"	"2P*"	"3/2"		"c30"	""	
""	""	"711.32080"	"0.00018"	""	"4.32e+04"	C+	"25739.999"	"[39794.479]"	"2p6.4s"	"2S"	"1/2"	"2p6.9p"	"2P*"	"1/2"		"c30"	""	
"737.323"	"0.002"	"737.3231"	"0.0011"	"2"	"5.42e+04"	B	"25739.999"	"39298.84"	"2p6.4s"	"2S"	"1/2"	"2p6.8p"	"2P*"	"3/2"		"c30"	"L6096"	
"737.349"	"0.002"	"737.3497"	"0.0011"	"1"	"5.30e+04"	B	"25739.999"	"39298.35"	"2p6.4s"	"2S"	"1/2"	"2p6.8p"	"2P*"	"1/2"		"c30"	"L6096"	
""	""	"750.7464"	"0.0011"	""	"8.93e+00"	A	"16956.17025"	"30272.58"	"2p6.3p"	"2P*"	"1/2"	"2p6.4p"	"2P*"	"3/2"	E2	"c27"	""	
""	""	"750.7464"	"0.0011"	""	"6.24e-06"	D+	"16956.17025"	"30272.58"	"2p6.3p"	"2P*"	"1/2"	"2p6.4p"	"2P*"	"3/2"	M1	"c27"	""	
""	""	"751.0617"	"0.0011"	""	"1.15e-06"	D	"16956.17025"	"30266.99"	"2p6.3p"	"2P*"	"1/2"	"2p6.4p"	"2P*"	"1/2"	M1	"c27"	""	
""	""	"751.7172"	"0.0011"	""	"8.88e+00"	A	"16973.36619"	"30272.58"	"2p6.3p"	"2P*"	"3/2"	"2p6.4p"	"2P*"	"3/2"	E2	"c27"	""	
""	""	"751.7172"	"0.0011"	""	"4.28e-05"	C	"16973.36619"	"30272.58"	"2p6.3p"	"2P*"	"3/2"	"2p6.4p"	"2P*"	"3/2"	M1	"c27"	""	
""	""	"752.0333"	"0.0011"	""	"1.78e+01"	A	"16973.36619"	"30266.99"	"2p6.3p"	"2P*"	"3/2"	"2p6.4p"	"2P*"	"1/2"	E2	"c27"	""	
""	""	"752.0333"	"0.0011"	""	"8.84e-06"	D+	"16973.36619"	"30266.99"	"2p6.3p"	"2P*"	"3/2"	"2p6.4p"	"2P*"	"1/2"	M1	"c27"	""	
"780.978"	"0.002"	"780.9783"	"0.0012"	"4"	"9.91e+04"	B	"25739.999"	"38540.93"	"2p6.4s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"3/2"		"c30"	"L6096"	
"781.024"	"0.002"	"781.0241"	"0.0012"	"3"	"9.72e+04"	B	"25739.999"	"38540.18"	"2p6.4s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"1/2"		"c30"	"L6096"	
