obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
""	""	"373.3011831"	"0.0000021"	""	"1.6550e+05"	AAA	"[169087.8308131]"	"[195868.236975]"	"1s.2p"	"3P*"	"0"	"1s.7s"	"3S"	"1"		"T8636c73"	""	
"381.96074"	"0.00008"	"381.9601969"	"0.0000021"	"10*"	"1.7876e+05"	AAA	"[169086.7664725]"	"[195260.07720298]"	"1s.2p"	"3P*"	"2"	"1s.6d"	"3D"	"1"		"T8636c73"	"L14926"	
"381.96074"	"0.00008"	"381.9602767"	"0.0000021"	"10*"	"1.6087e+06"	AAA	"[169086.7664725]"	"[195260.07173649]"	"1s.2p"	"3P*"	"2"	"1s.6d"	"3D"	"2"		"T8636c73"	"L14926"	
"381.96074"	"0.00008"	"381.9602822"	"0.0000021"	"10*"	"6.4353e+06"	AAA	"[169086.7664725]"	"[195260.07135803]"	"1s.2p"	"3P*"	"2"	"1s.6d"	"3D"	"3"		"T8636c73"	"L14926"	
"381.96074"	"0.00008"	"381.9613123"	"0.0000021"	"10*"	"2.6814e+06"	AAA	"[169086.8428979]"	"[195260.07720298]"	"1s.2p"	"3P*"	"1"	"1s.6d"	"3D"	"1"		"T8636c73"	"L14926"	
"381.96074"	"0.00008"	"381.9613920"	"0.0000021"	"10*"	"4.8261e+06"	AAA	"[169086.8428979]"	"[195260.07173649]"	"1s.2p"	"3P*"	"1"	"1s.6d"	"3D"	"2"		"T8636c73"	"L14926"	
""	""	"381.9757304"	"0.0000021"	"1"	"3.5752e+06"	AAA	"[169087.8308131]"	"[195260.07720298]"	"1s.2p"	"3P*"	"0"	"1s.6d"	"3D"	"1"		"T8636c73"	"L366"	
"383.3554"	"0.0010"	"383.3548698"	"0.0000021"	"0"	"9.6470e+05"	AAA	"[171134.896946]"	"[197212.989530410]"	"1s.2p"	"1P*"	"1"	"1s.10d"	"1D"	"2"		"T8636c73"	"L551,L366"	
""	""	"383.8100110"	"0.0000021"	""	"3.7425e+05"	AAA	"[171134.896946]"	"[197182.0655468]"	"1s.2p"	"1P*"	"1"	"1s.10s"	"1S"	"0"		"T8636c73"	""	
""	""	"386.7472336"	"0.0000021"	"3*"	"1.3592e+06"	AAA	"[169086.7664725]"	"[194936.119697]"	"1s.2p"	"3P*"	"2"	"1s.6s"	"3S"	"1"		"T8636c73"	"L366"	
""	""	"386.7483771"	"0.0000021"	"3*"	"8.1551e+05"	AAA	"[169086.8428979]"	"[194936.119697]"	"1s.2p"	"3P*"	"1"	"1s.6s"	"3S"	"1"		"T8636c73"	"L366"	
