obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"666.6892"	"0.0007"	"666.68907"	"0.00006"	"1000"	"3.57e+05"	B+	"150917.4307"	"165912.7861"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"0"	"2s2.2p5.(2P*<3/2>).5s"	"2[3/2]*"	"1"		"T2734"	"L5951"	
"667.82766"	"0.00005"	"667.82762"	"0.00010"	"5000"	"2.33e+07"	B+	"135888.7173"	"150858.5079"	"2s2.2p5.(2P*<1/2>).3s"	"2[1/2]*"	"1"	"2s2.2p5.(2P*<1/2>).3p"	"2[3/2]"	"2"		"T2733"	"L7292"	
""	""	"667.83306"	"0.00006"	""	"3.41e+05"	B	"150858.5079"	"165828.1766"	"2s2.2p5.(2P*<1/2>).3p"	"2[3/2]"	"2"	"2s2.2p5.(2P*<3/2>).5s"	"2[3/2]*"	"2"		"T2734"	""	
"671.70430"	"0.00005"	"671.70430"	"0.00010"	"700"	"2.17e+07"	B+	"135888.7173"	"150772.1118"	"2s2.2p5.(2P*<1/2>).3s"	"2[1/2]*"	"1"	"2s2.2p5.(2P*<1/2>).3p"	"2[3/2]"	"1"		"T2733"	"L7292"	
"672.11342"	"0.00050"	"672.11348"	"0.00006"	"20"	"5.15e+04"	B+	"151038.4524"	"165912.7861"	"2s2.2p5.(2P*<1/2>).3p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<3/2>).5s"	"2[3/2]*"	"1"		"T2734"	"L4498"	
"673.80320"	"0.00050"	"673.80324"	"0.00006"	"700"	"1.25e+06"	C+	"152970.7328"	"167807.7649"	"2s2.2p5.(2P*<1/2>).3p"	"2[1/2]"	"0"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"1"		"T6976"	"L4498"	
"675.95821"	"0.00050"	"675.95855"	"0.00006"	"150"	"1.60e+05"	B+	"151038.4524"	"165828.1766"	"2s2.2p5.(2P*<1/2>).3p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<3/2>).5s"	"2[3/2]*"	"2"		"T2734"	"L4498"	
"692.94672"	"0.00004"	"692.94673"	"0.00010"	"100000"	"1.74e+07"	B+	"135888.7173"	"150315.8612"	"2s2.2p5.(2P*<1/2>).3s"	"2[1/2]*"	"1"	"2s2.2p5.(2P*<3/2>).3p"	"2[3/2]"	"2"		"T2733"	"L3451"	
"702.40500"	"0.00004"	"702.40504"	"0.00010"	"34000"	"1.89e+06"	B+	"135888.7173"	"150121.5922"	"2s2.2p5.(2P*<1/2>).3s"	"2[1/2]*"	"1"	"2s2.2p5.(2P*<3/2>).3p"	"2[3/2]"	"1"		"T2733"	"L3451"	
"703.24128"	"0.00004"	"703.24131"	"0.00010"	"85000"	"2.66e+07"	B+	"134041.8400"	"148257.7898"	"2s2.2p5.(2P*<3/2>).3s"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"1"		"T4701"	"L3451"	
"705.12922"	"0.00008"	"705.12923"	"0.00010"	"2200"	"2.38e+06"	C+	"148257.7898"	"162435.6780"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"1"		"T6976"	"L9097"	
"705.91079"	"0.00004"	"705.91074"	"0.00010"	"10000"	"7.46e+06"	B+	"148257.7898"	"162419.9818"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"2"		"T8378"	"L3451"	
"706.4762"	"0.0003"	"706.47585"	"0.00010"	"80"	"3.40e+04"	C	"148257.7898"	"162408.6535"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"2"		"T8378"	"L9097"	
"711.23075"	"0.00008"	"711.23074"	"0.00007"	"110"	"6.28e+05"	C+	"152970.7328"	"167026.9923"	"2s2.2p5.(2P*<1/2>).3p"	"2[1/2]"	"0"	"2s2.2p5.(2P*<3/2>).4d"	"2[3/2]*"	"1"		"T6976"	"L9097"	
"713.85400"	"0.00011"	"713.85382"	"0.00007"	"55"	"2.20e+05"	C+	"152970.7328"	"166975.3424"	"2s2.2p5.(2P*<1/2>).3p"	"2[1/2]"	"0"	"2s2.2p5.(2P*<3/2>).4d"	"2[1/2]*"	"1"		"T6976"	"L9097"	
"717.39380"	"0.00004"	"717.39381"	"0.00010"	"77000"	"2.87e+06"	B+	"135888.7173"	"149824.2215"	"2s2.2p5.(2P*<1/2>).3s"	"2[1/2]*"	"1"	"2s2.2p5.(2P*<3/2>).3p"	"2[5/2]"	"2"		"T2733"	"L3451"	
"724.51665"	"0.00004"	"724.51666"	"0.00010"	"77000"	"1.01e+07"	B+	"134459.2871"	"148257.7898"	"2s2.2p5.(2P*<3/2>).3s"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"1"		"T4701"	"L3451"	
"730.48422"	"0.00008"	"730.48424"	"0.00008"	"89"	"2.55e+05"	B+	"152970.7328"	"166656.5114"	"2s2.2p5.(2P*<1/2>).3p"	"2[1/2]"	"0"	"2s2.2p5.(2P*<1/2>).5s"	"2[1/2]*"	"1"		"T2318"	"L9097"	
""	""	"743.73919"	"0.00008"	""	"7.4e+04"	C	"148257.7898"	"161699.6613"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<3/2>).3d"	"2[5/2]*"	"2"		"T2384n,T8378"	""	
"743.88981"	"0.00004"	"743.88984"	"0.00010"	"60000"	"2.47e+06"	B+	"134818.6405"	"148257.7898"	"2s2.2p5.(2P*<1/2>).3s"	"2[1/2]*"	"0"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"1"		"T4701"	"L3451"	
"747.24383"	"0.00004"	"747.24386"	"0.00010"	"3100"	"2.96e+06"	C+	"148257.7898"	"161636.6175"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<3/2>).3d"	"2[3/2]*"	"1"		"T6976"	"L3451"	
"748.88712"	"0.00004"	"748.88712"	"0.00010"	"32000"	"2.31e+07"	B+	"148257.7898"	"161607.2609"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<3/2>).3d"	"2[3/2]*"	"2"		"T6976"	"L3451"	
"753.57739"	"0.00004"	"753.57741"	"0.00010"	"28000"	"3.06e+07"	B+	"148257.7898"	"161524.1739"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<3/2>).3d"	"2[1/2]*"	"1"		"T6976"	"L3451"	
"754.40439"	"0.00004"	"754.40443"	"0.00010"	"13000"	"3.87e+07"	B	"148257.7898"	"161509.6305"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<3/2>).3d"	"2[1/2]*"	"0"		"T6976"	"L3451"	
"762.133"	"0.002"	"762.1330"	"0.0012"	"50"	""		"158795.9924"	"171913.45"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<1/2>).7p"	"2[1/2]"	"0"		""	"L7441"	
"772.46233"	"0.00009"	"772.46233"	"0.00008"	"60"	"1.58e+05"	B+	"152970.7328"	"165912.7861"	"2s2.2p5.(2P*<1/2>).3p"	"2[1/2]"	"0"	"2s2.2p5.(2P*<3/2>).5s"	"2[3/2]*"	"1"		"T2734"	"L9097"	
"783.30281"	"0.00009"	"783.30285"	"0.00010"	"56"	"3.68e+04"	C	"149657.0392"	"162419.9818"	"2s2.2p5.(2P*<3/2>).3p"	"2[5/2]"	"3"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"2"		"T8378"	"L9097"	
"783.90520"	"0.00009"	"783.90528"	"0.00010"	"230"	"1.04e+05"	C+	"149657.0392"	"162410.1736"	"2s2.2p5.(2P*<3/2>).3p"	"2[5/2]"	"3"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"3"		"T6976"	"L9097"	
"783.99855"	"0.00018"	"783.99873"	"0.00010"	"7"	"6.6e+03"	C	"149657.0392"	"162408.6535"	"2s2.2p5.(2P*<3/2>).3p"	"2[5/2]"	"3"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"2"		"T8378"	"L9097"	
"792.71172"	"0.00004"	"792.71177"	"0.00010"	"300"	"3.48e+05"	C+	"149824.2215"	"162435.6780"	"2s2.2p5.(2P*<3/2>).3p"	"2[5/2]"	"2"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"1"		"T6976"	"L3451"	
"793.69957"	"0.00009"	"793.69961"	"0.00010"	"1300"	"8.46e+05"	B	"149824.2215"	"162419.9818"	"2s2.2p5.(2P*<3/2>).3p"	"2[5/2]"	"2"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"2"		"T8378"	"L9097"	
"794.31805"	"0.00004"	"794.31814"	"0.00010"	"7900"	"3.82e+06"	C+	"149824.2215"	"162410.1736"	"2s2.2p5.(2P*<3/2>).3p"	"2[5/2]"	"2"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"3"		"T6976"	"L3451"	
"794.41404"	"0.00009"	"794.41409"	"0.00010"	"200"	"1.37e+05"	C+	"149824.2215"	"162408.6535"	"2s2.2p5.(2P*<3/2>).3p"	"2[5/2]"	"2"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"2"		"T6976"	"L9097"	
