obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
""	"668.4788"	""	"3.9e+04"	D	"107131.7086"	"122086.9164"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"		"T1218n"	""	
""	"669.8471"	""	"2.5e+04"	D	"106087.2598"	"121011.9198"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<1/2>).4d"	"2[3/2]*"	"1"		"T1218n"	""	
""	"669.8874"	""	"1.6e+05"	D+	"106237.5518"	"121161.3135"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"		"T1218n"	""	
""	"671.9219"	""	"2.4e+05"	D	"107054.2720"	"121932.8477"	"3s2.3p5.(2P*<3/2>).4p"	"2[1/2]"	"0"	"3s2.3p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"		"T1218n"	""	
""	"672.2890"	""	"3.2e+04"	D	"107289.7001"	"122160.1502"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"		"T1218n"	""	
"675.2834"	"675.2834"	"150"	"1.93e+06"	C	"104102.0990"	"118906.6110"	"3s2.3p5.(2P*<3/2>).4p"	"2[1/2]"	"1"	"3s2.3p5.(2P*<3/2>).4d"	"2[3/2]*"	"2"		"T1218n"	"L2634"	
""	"675.4372"	""	"2.1e+05"	D	"107131.7086"	"121932.8477"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"		"T1218n"	""	
"675.6163"	"675.6163"	"5"	"3.6e+05"	D+	"107289.7001"	"122086.9164"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"		"T1218n"	"L2634"	
"676.6612"	"676.6611"	"15"	"4.0e+05"	D+	"106237.5518"	"121011.9198"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<1/2>).4d"	"2[3/2]*"	"1"		"T1218n"	"L2634"	
""	"677.9926"	""	"1.21e+05"	C	"108722.6194"	"123467.9733"	"3s2.3p5.(2P*<1/2>).4p"	"2[1/2]"	"0"	"3s2.3p5.(2P*<3/2>).6d"	"2[1/2]*"	"1"		"T1164n"	""	
""	"681.8289"	""	"2.0e+05"	D	"107131.7086"	"121794.0988"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<3/2>).5d"	"2[1/2]*"	"0"		"T1218n"	""	
""	"682.7249"	""	"2.4e+05"	D	"107289.7001"	"121932.8477"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"		"T1218n"	""	
""	"685.1884"	""	"6.7e+04"	D	"107496.4166"	"122086.9164"	"3s2.3p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	"3s2.3p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"		"T1218n"	""	
"687.1289"	"687.1289"	"150"	"2.78e+06"	C	"104102.0990"	"118651.3950"	"3s2.3p5.(2P*<3/2>).4p"	"2[1/2]"	"1"	"3s2.3p5.(2P*<3/2>).4d"	"2[1/2]*"	"1"		"T1218n"	"L2634"	
"687.9582"	"687.9583"	"5"	"1.8e+05"	D+	"106087.2598"	"120619.0162"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<1/2>).4d"	"2[5/2]*"	"2"		"T1218n"	"L2634"	
""	"688.7088"	""	"1.3e+05"	D+	"106237.5518"	"120753.4714"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<1/2>).4d"	"2[5/2]*"	"3"		"T1218n"	""	
"688.8174"	"688.8174"	"10"	"2.5e+05"	D+	"106087.2598"	"120600.8905"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"		"T1218n"	"L2634"	
""	"692.5009"	""	"1.2e+05"	D+	"107496.4166"	"121932.8477"	"3s2.3p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	"3s2.3p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"		"T1218n"	""	
"693.7664"	"693.7664"	"50"	"3.08e+06"	C	"104102.0990"	"118512.197"	"3s2.3p5.(2P*<3/2>).4p"	"2[1/2]"	"1"	"3s2.3p5.(2P*<3/2>).4d"	"2[1/2]*"	"0"		"T1218n"	"L2634"	
"695.1478"	"695.1477"	"7"	"2.2e+05"	D	"106237.5518"	"120619.0162"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<1/2>).4d"	"2[5/2]*"	"2"		"T1218n"	"L2634"	
"696.0250"	"696.0250"	"7"	"2.4e+05"	D	"106237.5518"	"120600.8905"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"		"T1218n"	"L2634"	
"696.5431"	"696.5430"	"10000"	"6.4e+06"	B+	"93143.7600"	"107496.4166"	"3s2.3p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"3s2.3p5.(2P*<1/2>).4p"	"2[1/2]"	"1"		"T5223"	"L2634"	
""	"699.2212"	""	"7.5e+05"	D+	"107496.4166"	"121794.0988"	"3s2.3p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	"3s2.3p5.(2P*<3/2>).5d"	"2[1/2]*"	"0"		"T1218n"	""	
"703.0251"	"703.0251"	"150"	"2.67e+06"	C	"105462.7596"	"119683.0821"	"3s2.3p5.(2P*<3/2>).4p"	"2[5/2]"	"3"	"3s2.3p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"		"T1218n"	"L2634"	
"706.7218"	"706.7217"	"10000"	"3.8e+06"	B	"93143.7600"	"107289.7001"	"3s2.3p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"2"		"T5223"	"L2634"	
"706.8736"	"706.8735"	"100"	"2.0e+06"	D+	"105617.2700"	"119760.1725"	"3s2.3p5.(2P*<3/2>).4p"	"2[5/2]"	"2"	"3s2.3p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"		"T1218n"	"L2634"	
""	"708.6705"	""	"1.5e+05"	D+	"107054.2720"	"121161.3135"	"3s2.3p5.(2P*<3/2>).4p"	"2[1/2]"	"0"	"3s2.3p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"		"T1218n"	""	
"710.7478"	"710.7477"	"25"	"4.5e+05"	D+	"105617.2700"	"119683.0821"	"3s2.3p5.(2P*<3/2>).4p"	"2[5/2]"	"2"	"3s2.3p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"		"T1218n"	"L2634"	
"712.5820"	"712.5820"	"25"	"6.0e+05"	D+	"107131.7086"	"121161.3135"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"		"T1218n"	"L2634"	
"714.7042"	"714.7041"	"1000"	"6.3e+05"	B	"93143.7600"	"107131.7086"	"3s2.3p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"1"		"T5223"	"L2634"	
"715.8839"	"715.8839"	"15"	"2.1e+06"	D+	"107131.7086"	"121096.605"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"		"T1218n"	"L2634"	
""	"716.2557"	""	"5.8e+04"	D	"107054.2720"	"121011.9198"	"3s2.3p5.(2P*<3/2>).4p"	"2[1/2]"	"0"	"3s2.3p5.(2P*<1/2>).4d"	"2[3/2]*"	"1"		"T1218n"	""	
"720.6980"	"720.6980"	"70"	"2.48e+06"	C	"107289.7001"	"121161.3135"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"		"T1218n"	"L2634"	
""	"722.994"	""	"6.6e+04"	D	"105617.2700"	"119444.83"	"3s2.3p5.(2P*<3/2>).4p"	"2[5/2]"	"2"	"3s2.3p5.(2P*<3/2>).4d"	"2[5/2]*"	"2"		"T1218n"	""	
"726.5172"	"726.517"	"15"	"1.7e+05"	D	"106087.2598"	"119847.77"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<3/2>).4d"	"2[3/2]*"	"1"		"T1218n"	"L2634"	
"727.0664"	"727.067"	"7"	"1.1e+05"	D	"105462.7596"	"119212.87"	"3s2.3p5.(2P*<3/2>).4p"	"2[5/2]"	"3"	"3s2.3p5.(2P*<3/2>).4d"	"2[7/2]*"	"3"		"T1218n"	"L2634"	
"727.2936"	"727.2935"	"2000"	"1.83e+06"	B+	"93750.5978"	"107496.4166"	"3s2.3p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	"3s2.3p5.(2P*<1/2>).4p"	"2[1/2]"	"1"		"T5223"	"L2634"	
""	"728.5443"	""	"1.2e+05"	D	"107289.7001"	"121011.9198"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<1/2>).4d"	"2[3/2]*"	"1"		"T1218n"	""	
"731.1716"	"731.1716"	"35"	"1.7e+06"	D+	"106087.2598"	"119760.1725"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"		"T1218n"	"L2634"	
"731.6005"	"731.6005"	"25"	"9.6e+05"	D+	"107496.4166"	"121161.3135"	"3s2.3p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	"3s2.3p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"		"T1218n"	"L2634"	
"735.0814"	"735.0814"	"5"	"1.2e+06"	D+	"107496.4166"	"121096.605"	"3s2.3p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	"3s2.3p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"		"T1218n"	"L2634"	
""	"735.3175"	""	"2.1e+05"	E	"106087.2598"	"119683.0821"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"		"T1203"	""	
"735.3293"	"735.330"	"70"	"9.6e+05"	D+	"105617.2700"	"119212.87"	"3s2.3p5.(2P*<3/2>).4p"	"2[5/2]"	"2"	"3s2.3p5.(2P*<3/2>).4d"	"2[7/2]*"	"3"		"T1218n"	"L2634"	
"737.2118"	"737.2117"	"200"	"1.9e+06"	D+	"105462.7596"	"119023.648"	"3s2.3p5.(2P*<3/2>).4p"	"2[5/2]"	"3"	"3s2.3p5.(2P*<3/2>).4d"	"2[7/2]*"	"4"		"T1218n"	"L2634"	
"738.3980"	"738.3980"	"10000"	"8.5e+06"	B	"93750.5978"	"107289.7001"	"3s2.3p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"2"		"T5223"	"L2634"	
"739.2980"	"739.2980"	"20"	"7.2e+05"	D+	"106237.5518"	"119760.1725"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"		"T1218n"	"L2634"	
"741.2337"	"741.2337"	"15"	"3.9e+05"	D+	"107131.7086"	"120619.0162"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<1/2>).4d"	"2[5/2]*"	"2"		"T1218n"	"L2634"	
""	"742.2312"	""	"6.6e+04"	D	"107131.7086"	"120600.8905"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"		"T1218n"	""	
"742.5294"	"742.5294"	"10"	"3.1e+05"	D	"107289.7001"	"120753.4714"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<1/2>).4d"	"2[5/2]*"	"3"		"T1218n"	"L2634"	
"743.5368"	"743.5368"	"25"	"9.0e+05"	D+	"106237.5518"	"119683.0821"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"		"T1218n"	"L2634"	
"743.6297"	"743.6297"	"10"	"2.7e+05"	D	"105462.7596"	"118906.6110"	"3s2.3p5.(2P*<3/2>).4p"	"2[5/2]"	"3"	"3s2.3p5.(2P*<3/2>).4d"	"2[3/2]*"	"2"		"T1218n"	"L2634"	
""	"747.1164"	""	"2.20e+04"	B	"93750.5978"	"107131.7086"	"3s2.3p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"1"		"T5223"	""	
""	"748.433"	""	"3.4e+05"	D+	"106087.2598"	"119444.83"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<3/2>).4d"	"2[5/2]*"	"2"		"T1218n"	""	
"750.3869"	"750.3868"	"20000"	"4.5e+07"	B	"95399.8276"	"108722.6194"	"3s2.3p5.(2P*<1/2>).4s"	"2[1/2]*"	"1"	"3s2.3p5.(2P*<1/2>).4p"	"2[1/2]"	"0"		"T5223"	"L2634"	
""	"751.0408"	""	"4.5e+05"	D	"107289.7001"	"120600.8905"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"		"T1164n"	""	
"751.4652"	"751.4651"	"15000"	"4.0e+07"	B	"93750.5978"	"107054.2720"	"3s2.3p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	"3s2.3p5.(2P*<3/2>).4p"	"2[1/2]"	"0"		"T5223"	"L2634"	
""	"761.8344"	""	"2.9e+05"	D	"107496.4166"	"120619.0162"	"3s2.3p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	"3s2.3p5.(2P*<1/2>).4d"	"2[5/2]*"	"2"		"T1218n"	""	
""	"762.8882"	""	"2.9e+05"	D	"107496.4166"	"120600.8905"	"3s2.3p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	"3s2.3p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"		"T1218n"	""	
"763.5106"	"763.5105"	"25000"	"2.45e+07"	B	"93143.7600"	"106237.5518"	"3s2.3p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"2"		"T5223"	"L2634"	
""	"767.0057"	""	"2.8e+05"	D	"105617.2700"	"118651.3950"	"3s2.3p5.(2P*<3/2>).4p"	"2[5/2]"	"2"	"3s2.3p5.(2P*<3/2>).4d"	"2[1/2]*"	"1"		"T1218n"	""	
""	"770.482"	""	"6.3e+04"	D	"106237.5518"	"119212.87"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<3/2>).4d"	"2[7/2]*"	"3"		"T1218n"	""	
"772.3761"	"772.3760"	"15000"	"5.2e+06"	B+	"93143.7600"	"106087.2598"	"3s2.3p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"1"		"T5223"	"L2634"	
"772.4207"	"772.4207"	"10000"	"1.17e+07"	B+	"94553.6652"	"107496.4166"	"3s2.3p5.(2P*<1/2>).4s"	"2[1/2]*"	"0"	"3s2.3p5.(2P*<1/2>).4p"	"2[1/2]"	"1"		"T5223"	"L2634"	
""	"779.8561"	""	"8.7e+04"	D+	"106087.2598"	"118906.6110"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<3/2>).4d"	"2[3/2]*"	"2"		"T1218n"	""	
""	"786.8194"	""	"3.50e+05"	C	"107054.2720"	"119760.1725"	"3s2.3p5.(2P*<3/2>).4p"	"2[1/2]"	"0"	"3s2.3p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"		"T1218n"	""	
"789.1075"	"789.1075"	"10"	"9.5e+05"	C	"106237.5518"	"118906.6110"	"3s2.3p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"3s2.3p5.(2P*<3/2>).4d"	"2[3/2]*"	"2"		"T1218n"	"L2634"	
""	"791.6442"	""	"1.2e+05"	D+	"107131.7086"	"119760.1725"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"		"T1218n"	""	
"794.8176"	"794.8176"	"20000"	"1.86e+07"	B	"94553.6652"	"107131.7086"	"3s2.3p5.(2P*<1/2>).4s"	"2[1/2]*"	"0"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"1"		"T5223"	"L2634"	
""	"796.5065"	""	"3.4e+04"	E	"107131.7086"	"119683.0821"	"3s2.3p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	"3s2.3p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"		"T1203"	""	
