obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"648.270"	"648.2699"	"360"	"4.90e+06"	C	"94881.820"	"110303.233"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).4d"	"4F"	"9/2"		"u18,LS"	"L3513"	
"648.375"	"648.3753"	"300"	"3.67e+06"	C	"94793.490"	"110212.396"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).4d"	"4F"	"5/2"		"u18,LS"	"L3513"	
"648.480"	"648.4808"	"325"	"4.20e+06"	C	"94830.890"	"110247.288"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).4d"	"4F"	"7/2"		"u18,LS"	"L3513"	
"649.122"	"649.1222"	"160"	"1.37e+06"	C	"94793.490"	"110194.654"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).4d"	"4F"	"3/2"		"u18,LS"	"L3513"	
"649.954"	"649.9518"	"210"	"1.18e+06"	C	"94830.890"	"110212.396"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).4d"	"4F"	"5/2"		"u18,LS"	"L3513"	
"650.631"	"650.6302"	"185"	"6.91e+05"	C	"94881.820"	"110247.288"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).4d"	"4F"	"7/2"		"u18,LS"	"L3513"	
""	"650.7024"	""	"9.70e+04"	C	"94830.890"	"110194.654"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).4d"	"4F"	"3/2"		"u18,LS"	""	
""	"652.1110"	""	"4.66e+04"	C	"94881.820"	"110212.396"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).4d"	"4F"	"5/2"		"u18,LS"	""	
""	"659.5844"	""	"9.08e+04"	C	"97770.180"	"112927.055"	"2s2.2p2.(3P).3p"	"2P*"	"1/2"	"2s2.2p2.(3P).5d"	"2D"	"3/2"		"u18,LS"	""	
""	"660.3210"	""	"1.09e+05"	C	"97805.840"	"112945.809"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"	"2s2.2p2.(3P).5d"	"2D"	"5/2"		"u18,LS"	""	
""	"660.6176"	""	"8.87e+04"	D+	"94793.490"	"109926.661"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"5/2"		"u18,LS"	""	
""	"661.1399"	""	"1.80e+04"	C	"97805.840"	"112927.055"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"	"2s2.2p2.(3P).5d"	"2D"	"3/2"		"u18,LS"	""	
"662.254"	"662.2543"	"185"	"7.93e+05"	D+	"94830.890"	"109926.661"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).5s"	"4P"	"5/2"		"u18,LS"	"L3513"	
""	"662.6990"	""	"2.20e+05"	D+	"94770.880"	"109856.520"	"2s2.2p2.(3P).3p"	"4D*"	"1/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"		"u18,LS"	""	
"663.694"	"663.6938"	"185"	"1.40e+06"	D+	"94793.490"	"109856.520"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"		"u18,LS"	"L3513"	
"664.496"	"664.4962"	"235"	"3.49e+06"	D+	"94881.820"	"109926.661"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).5s"	"4P"	"5/2"		"u18,LS"	"L3513"	
"664.650"	"664.6503"	"185"	"2.18e+06"	D+	"94770.880"	"109812.233"	"2s2.2p2.(3P).3p"	"4D*"	"1/2"	"2s2.2p2.(3P).5s"	"4P"	"1/2"		"u18,LS"	"L3513"	
""	"664.8256"	""	"1.37e+05"	D+	"97770.180"	"112807.567"	"2s2.2p2.(3P).3p"	"2P*"	"1/2"	"2s2.2p2.(3P).5d"	"2P"	"1/2"		"u18,LS"	""	
""	"665.1147"	""	"3.42e+04"	D+	"97770.180"	"112801.031"	"2s2.2p2.(3P).3p"	"2P*"	"1/2"	"2s2.2p2.(3P).5d"	"2P"	"3/2"		"u18,LS"	""	
"665.346"	"665.3458"	"235"	"2.74e+06"	D+	"94830.890"	"109856.520"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"		"u18,LS"	"L3513"	
"665.651"	"665.6509"	"210"	"2.17e+06"	D+	"94793.490"	"109812.233"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"1/2"		"u18,LS"	"L3513"	
""	"666.4059"	""	"6.79e+04"	D+	"97805.840"	"112807.567"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"	"2s2.2p2.(3P).5d"	"2P"	"1/2"		"u18,LS"	""	
""	"666.6964"	""	"1.70e+05"	D+	"97805.840"	"112801.031"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"	"2s2.2p2.(3P).5d"	"2P"	"3/2"		"u18,LS"	""	
""	"670.0494"	""	"1.50e+06"	C	"95475.310"	"110395.463"	"2s2.2p2.(3P).3p"	"4P*"	"1/2"	"2s2.2p2.(3P).4d"	"4D"	"3/2"		"u18,LS"	""	
""	"670.4839"	""	"2.99e+06"	C	"95475.310"	"110385.795"	"2s2.2p2.(3P).3p"	"4P*"	"1/2"	"2s2.2p2.(3P).4d"	"4D"	"1/2"		"u18,LS"	""	
""	"670.6107"	""	"2.51e+06"	C	"95493.690"	"110401.356"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).4d"	"4D"	"5/2"		"u18,LS"	""	
""	"670.8759"	""	"1.91e+06"	C	"95493.690"	"110395.463"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).4d"	"4D"	"3/2"		"u18,LS"	""	
""	"671.3114"	""	"5.96e+05"	C	"95493.690"	"110385.795"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).4d"	"4D"	"1/2"		"u18,LS"	""	
""	"672.0967"	""	"1.95e+05"	D+	"95475.310"	"110350.014"	"2s2.2p2.(3P).3p"	"4P*"	"1/2"	"2s2.2p2.(3P).4d"	"4P"	"1/2"		"u18,LS"	""	
"672.262"	"672.2610"	"185"	"3.56e+06"	C	"95532.150"	"110403.220"	"2s2.2p2.(3P).3p"	"4P*"	"5/2"	"2s2.2p2.(3P).4d"	"4D"	"7/2"		"u18,LS"	"L3513"	
""	"672.3453"	""	"1.07e+06"	C	"95532.150"	"110401.356"	"2s2.2p2.(3P).3p"	"4P*"	"5/2"	"2s2.2p2.(3P).4d"	"4D"	"5/2"		"u18,LS"	""	
""	"672.6118"	""	"1.78e+05"	C	"95532.150"	"110395.463"	"2s2.2p2.(3P).3p"	"4P*"	"5/2"	"2s2.2p2.(3P).4d"	"4D"	"3/2"		"u18,LS"	""	
""	"672.9283"	""	"9.73e+05"	D+	"95493.690"	"110350.014"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).4d"	"4P"	"1/2"		"u18,LS"	""	
""	"673.3322"	""	"4.85e+05"	D+	"95475.310"	"110322.721"	"2s2.2p2.(3P).3p"	"4P*"	"1/2"	"2s2.2p2.(3P).4d"	"4P"	"3/2"		"u18,LS"	""	
""	"674.1668"	""	"1.55e+05"	D+	"95493.690"	"110322.721"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).4d"	"4P"	"3/2"		"u18,LS"	""	
""	"675.2025"	""	"3.47e+05"	D+	"95493.690"	"110299.974"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).4d"	"4P"	"5/2"		"u18,LS"	""	
""	"675.9198"	""	"5.18e+05"	D+	"95532.150"	"110322.721"	"2s2.2p2.(3P).3p"	"4P*"	"5/2"	"2s2.2p2.(3P).4d"	"4P"	"3/2"		"u18,LS"	""	
""	"676.9610"	""	"8.02e+05"	D+	"95532.150"	"110299.974"	"2s2.2p2.(3P).3p"	"4P*"	"5/2"	"2s2.2p2.(3P).4d"	"4P"	"5/2"		"u18,LS"	""	
""	"688.431"	""	"2.90e+02"	C	"83284.070"	"97805.840"	"2s2.2p2.(3P).3s"	"4P"	"1/2"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"		"T7370"	""	
""	"690.036"	""	"1.27e+03"	C	"83317.830"	"97805.840"	"2s2.2p2.(3P).3s"	"4P"	"3/2"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"		"T7370"	""	
""	"690.126"	""	"8.1e+01"	D	"83284.070"	"97770.180"	"2s2.2p2.(3P).3s"	"4P"	"1/2"	"2s2.2p2.(3P).3p"	"2P*"	"1/2"		"T7370"	""	
""	"691.738"	""	"8.7e+01"	C	"83317.830"	"97770.180"	"2s2.2p2.(3P).3s"	"4P"	"3/2"	"2s2.2p2.(3P).3p"	"2P*"	"1/2"		"T7370"	""	
""	"692.271"	""	"7.0e+02"	C	"83364.620"	"97805.840"	"2s2.2p2.(3P).3s"	"4P"	"5/2"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"		"T7370"	""	
""	"692.6670"	""	"7.75e+05"	B	"95493.690"	"109926.661"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"5/2"		"T6340n"	""	
""	"694.5177"	""	"1.83e+06"	B	"95532.150"	"109926.661"	"2s2.2p2.(3P).3p"	"4P*"	"5/2"	"2s2.2p2.(3P).5s"	"4P"	"5/2"		"T6340n"	""	
""	"695.1600"	""	"1.03e+06"	B	"95475.310"	"109856.520"	"2s2.2p2.(3P).3p"	"4P*"	"1/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"		"T6340n"	""	
""	"696.0496"	""	"4.67e+05"	B	"95493.690"	"109856.520"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"		"T6340n"	""	
""	"697.3074"	""	"3.83e+05"	B	"95475.310"	"109812.233"	"2s2.2p2.(3P).3p"	"4P*"	"1/2"	"2s2.2p2.(3P).5s"	"4P"	"1/2"		"T6340n"	""	
""	"697.9185"	""	"9.83e+05"	B	"95532.150"	"109856.520"	"2s2.2p2.(3P).3p"	"4P*"	"5/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"		"T6340n"	""	
""	"698.2025"	""	"2.04e+06"	B	"95493.690"	"109812.233"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"1/2"		"T6340n"	""	
""	"730.6559"	""	"4.03e+04"	C	"96787.680"	"110470.244"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(3P).4d"	"2D"	"5/2"		"u18,LS"	""	
""	"731.8975"	""	"5.41e+05"	C	"96787.680"	"110447.032"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(3P).4d"	"2D"	"3/2"		"u18,LS"	""	
""	"734.7570"	""	"5.55e+05"	C	"96864.050"	"110470.244"	"2s2.2p2.(3P).3p"	"2D*"	"5/2"	"2s2.2p2.(3P).4d"	"2D"	"5/2"		"u18,LS"	""	
""	"735.1363"	""	"1.32e+06"	D+	"96750.840"	"110350.014"	"2s2.2p2.(3P).3p"	"4S*"	"3/2"	"2s2.2p2.(3P).4d"	"4P"	"1/2"		"T5723LS"	""	
""	"736.0126"	""	"5.91e+04"	C	"96864.050"	"110447.032"	"2s2.2p2.(3P).3p"	"2D*"	"5/2"	"2s2.2p2.(3P).4d"	"2D"	"3/2"		"u18,LS"	""	
""	"736.6146"	""	"1.31e+06"	D+	"96750.840"	"110322.721"	"2s2.2p2.(3P).3p"	"4S*"	"3/2"	"2s2.2p2.(3P).4d"	"4P"	"3/2"		"T5723LS"	""	
""	"737.8513"	""	"1.30e+06"	D+	"96750.840"	"110299.974"	"2s2.2p2.(3P).3p"	"4S*"	"3/2"	"2s2.2p2.(3P).4d"	"4P"	"5/2"		"T5723LS"	""	
""	"738.010"	""	"1.94e+03"	C	"83317.830"	"96864.050"	"2s2.2p2.(3P).3s"	"4P"	"3/2"	"2s2.2p2.(3P).3p"	"2D*"	"5/2"		"T7370"	""	
""	"739.083"	""	"4.3e-04"	D	"86137.350"	"99663.912"	"2s2.2p2.(3P).3s"	"2P"	"1/2"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	M1	"T7370"	""	
"739.864"	""	"210"	""		""	""	""	""	""	""	""	""		""	"L3513"	
""	"740.339"	""	"1.14e+04"	B	"83284.070"	"96787.680"	"2s2.2p2.(3P).3s"	"4P"	"1/2"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"		"T7370"	""	
""	"740.568"	""	"4.39e+03"	B	"83364.620"	"96864.050"	"2s2.2p2.(3P).3s"	"4P"	"5/2"	"2s2.2p2.(3P).3p"	"2D*"	"5/2"		"T7370"	""	
"740.612"	"740.6122"	"160"	"1.52e+06"	C	"96787.680"	"110286.305"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(3P).4d"	"2F"	"5/2"		"u18,LS"	"L3513"	
"740.624"	"740.6239"	"265"	"1.63e+06"	C	"96864.050"	"110362.462"	"2s2.2p2.(3P).3p"	"2D*"	"5/2"	"2s2.2p2.(3P).4d"	"2F"	"7/2"		"u18,LS"	"L3513"	
""	"742.194"	""	"1.63e+04"	B	"83317.830"	"96787.680"	"2s2.2p2.(3P).3s"	"4P"	"3/2"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"		"T7370"	""	
"742.364"	"742.3641"	"685"	"5.64e+06"	B+	"83284.070"	"96750.840"	"2s2.2p2.(3P).3s"	"4P"	"1/2"	"2s2.2p2.(3P).3p"	"4S*"	"3/2"		"T7370"	"L3513"	
""	"742.8753"	""	"9.06e+05"	D+	"96787.680"	"110245.183"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(3P).4d"	"2P"	"1/2"		"u18,LS"	""	
""	"743.655"	""	"1.4e-03"	D	"86220.510"	"99663.912"	"2s2.2p2.(3P).3s"	"2P"	"3/2"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	M1	"T7370"	""	
""	"743.681"	""	"5.0e-04"	D	"86220.510"	"99663.427"	"2s2.2p2.(3P).3s"	"2P"	"3/2"	"2s2.2p2.(1D).3s"	"2D"	"5/2"	M1	"T7370"	""	
"744.229"	"744.2298"	"785"	"1.19e+07"	B+	"83317.830"	"96750.840"	"2s2.2p2.(3P).3s"	"4P"	"3/2"	"2s2.2p2.(3P).3p"	"4S*"	"3/2"		"T7370"	"L3513"	
""	"744.2621"	""	"9.01e+04"	D+	"96787.680"	"110220.107"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(3P).4d"	"2P"	"3/2"		"u18,LS"	""	
""	"744.781"	""	"1.49e+04"	B	"83364.620"	"96787.680"	"2s2.2p2.(3P).3s"	"4P"	"5/2"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"		"T7370"	""	
""	"744.8262"	""	"1.07e+05"	C	"96864.050"	"110286.305"	"2s2.2p2.(3P).3p"	"2D*"	"5/2"	"2s2.2p2.(3P).4d"	"2F"	"5/2"		"u18,LS"	""	
"746.831"	"746.8312"	"900"	"1.96e+07"	B+	"83364.620"	"96750.840"	"2s2.2p2.(3P).3s"	"4P"	"5/2"	"2s2.2p2.(3P).3p"	"4S*"	"3/2"		"T7370"	"L3513"	
""	"748.5178"	""	"7.97e+05"	D+	"96864.050"	"110220.107"	"2s2.2p2.(3P).3p"	"2D*"	"5/2"	"2s2.2p2.(3P).4d"	"2P"	"3/2"		"u18,LS"	""	
""	"750.7609"	""	"2.30e+05"	C+	"96787.680"	"110103.834"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(3P).5s"	"2P"	"3/2"		"T6340"	""	
""	"754.6209"	""	"2.85e+06"	B	"96787.680"	"110035.720"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(3P).5s"	"2P"	"1/2"		"T6340"	""	
""	"755.0914"	""	"1.79e+06"	B	"96864.050"	"110103.834"	"2s2.2p2.(3P).3p"	"2D*"	"5/2"	"2s2.2p2.(3P).5s"	"2P"	"3/2"		"T6340"	""	
""	"758.7571"	""	"7.01e+05"	D+	"96750.840"	"109926.661"	"2s2.2p2.(3P).3p"	"4S*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"5/2"		"T5723LS"	""	
"760.880"	""	"185"	""		""	""	""	""	""	""	""	""		""	"L3513"	
""	"762.8180"	""	"6.90e+05"	D+	"96750.840"	"109856.520"	"2s2.2p2.(3P).3p"	"4S*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"		"T5723LS"	""	
""	"765.4044"	""	"6.83e+05"	D+	"96750.840"	"109812.233"	"2s2.2p2.(3P).3p"	"4S*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"1/2"		"T5723LS"	""	
""	"770.351"	""	"6.93e+05"	C	"107588.469"	"120566.0"	"2s2.2p2.(3P).4p"	"2P*"	"1/2"	"2s2.2p2.(1D).3d"	"2S"	"1/2"		"u18,LS"	""	
""	"772.721"	""	"1.37e+06"	C	"107628.283"	"120566.0"	"2s2.2p2.(3P).4p"	"2P*"	"3/2"	"2s2.2p2.(1D).3d"	"2S"	"1/2"		"u18,LS"	""	
""	"788.6224"	""	"6.86e+05"	C	"97770.180"	"110447.032"	"2s2.2p2.(3P).3p"	"2P*"	"1/2"	"2s2.2p2.(3P).4d"	"2D"	"3/2"		"u18,LS"	""	
""	"789.3976"	""	"8.21e+05"	C	"97805.840"	"110470.244"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"	"2s2.2p2.(3P).4d"	"2D"	"5/2"		"u18,LS"	""	
""	"789.8982"	""	"2.82e+07"	C	"99663.427"	"112319.805"	"2s2.2p2.(1D).3s"	"2D"	"5/2"	"2s2.2p2.(1D).3p"	"2P*"	"3/2"		"T5714n"	""	
""	"789.9284"	""	"3.28e+06"	C	"99663.912"	"112319.805"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	"2s2.2p2.(1D).3p"	"2P*"	"3/2"		"T5714n"	""	
""	"790.8471"	""	"1.36e+05"	C	"97805.840"	"110447.032"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"	"2s2.2p2.(3P).4d"	"2D"	"3/2"		"u18,LS"	""	
""	"791.5419"	""	"3.13e+07"	C	"99663.912"	"112294.007"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	"2s2.2p2.(1D).3p"	"2P*"	"1/2"		"T5714n"	""	
