obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"350.05645"	"0.00010"	"350.05647"	"0.00003"	"3800"	"5.28e+06"	C+	"20874.482"	"49433.131"	"3d6.4s2"	"b 3F2"	"3"	"3d7.(2G).4p"	"w 3F*"	"2"		"T5720"	"L11631"	
"350.15673"	"0.00025"	"350.15678"	"0.00004"	"380"	""		"29732.736"	"58283.204"	"3d6.(5D).4s.4p.(3P*)"	"z 5P*"	"1"	"3d6.(5D).4s (4D).4d"	"i 5D"	"1"		""	"L11631"	
"350.48610"	"0.00010"	"350.486058"	"0.000017"	"1910"	"2.94e+06"	C+	"18378.186"	"46901.832"	"3d6.4s2"	"a 3P2"	"2"	"3d6.(3P2).4s.4p.(3P*)"	"y 3P*"	"1"		"T5720"	"L11631"	
"350.50583"	"0.00010"	"350.50582"	"0.00003"	"2290"	"1.77e+07"	B	"24335.766"	"52857.804"	"3d7.(2P).4s"	"c 3P"	"2"	"3d7.(2D2).4p"	"t 3D*"	"1"		"T5720"	"L11631"	
"350.64975"	"0.00004"	"350.649748"	"0.000017"	"10500"	"7.35e+06"	B	"18378.186"	"46888.517"	"3d6.4s2"	"a 3P2"	"2"	"3d7.(4P).4p"	"u 5D*"	"2"		"T5720"	"L11631"	
"350.65800"	"0.00018"	"350.658013"	"0.000017"	"650"	""		"23244.838"	"51754.497"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"1"	"3d6.(5D).4s (6D).4d"	"f 5F"	"1"		""	"L11631"	
"350.84743"	"0.00004"	"350.84739"	"0.00003"	"4570"	"6.46e+06"	B+	"24118.819"	"52613.090"	"3d6.4s2"	"b 3G"	"4"	"3d7.(2H).4p"	"w 3H*"	"5"		"T5720"	"L11631"	
"350.85180"	"0.00010"	"350.851796"	"0.000017"	"3310"	"2.07e+06"	B	"20641.110"	"49135.023"	"3d6.4s2"	"b 3F2"	"4"	"3d6.(3F2).4s.4p.(3P*)"	"v 3D*"	"3"		"T5720"	"L11631"	
"350.91186"	"0.00025"	"350.911785"	"0.000017"	"407"	"5.0e+05"	E	"22845.869"	"51334.911"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"5"	"3d6.(5D).4s (6D).4d"	"e 7G"	"4"		"T2578n"	"L11631"	
"350.97256"	"0.00018"	"350.97251"	"0.00003"	"620"	""		"23270.384"	"51754.497"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"0"	"3d6.(5D).4s (6D).4d"	"f 5F"	"1"		""	"L11631"	
"350.98614"	"0.00018"	"350.98624"	"0.00003"	"790"	"1.7e+06"	E	"17927.382"	"46410.381"	"3d7.(4P).4s"	"a 5P"	"1"	"3d7.(4P).4p"	"w 5P*"	"1"		"T2578n"	"L11631"	
"351.04388"	"0.00010"	"351.04388"	"0.00003"	"3020"	"6.24e+06"	B	"20037.816"	"48516.138"	"3d6.4s2"	"a 3P2"	"0"	"3d7.(4P).4p"	"x 3P*"	"1"		"T5720"	"L11631"	
"351.17375"	"0.00019"	"351.173808"	"0.000018"	"660"	"2.5e+05"	E	"20641.110"	"49108.896"	"3d6.4s2"	"b 3F2"	"4"	"3d7.(2G).4p"	"w 3F*"	"4"		"T2578n"	"L11631"	
"351.22253"	"0.00019"	"351.222444"	"0.000018"	"1100"	"2.51e+06"	C+	"22996.674"	"51460.518"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.(5D).4s (6D).4d"	"e 7G"	"3"		"T5720"	"L11631"	
"351.29541"	"0.00019"	"351.29552"	"0.00003"	"910"	""		"24772.018"	"53229.941"	"3d7.(2P).4s"	"c 3P"	"1"	"3d7.(2D2).4p"	"v 3P*"	"1"		""	"L11631"	
"351.30529"	"0.00019"	"351.305472"	"0.000018"	"930"	"3.8e+05"	E	"12560.934"	"41018.051"	"3d7.(4F).4s"	"a 3F"	"3"	"3d6.(5D).4s.4p.(1P*)"	"x 5F*"	"2"		"T2578n"	"L11631"	
"351.38177"	"0.00004"	"351.381746"	"0.000018"	"191000"	"3.40e+06"	A	"6928.268"	"35379.208"	"3d7.(4F).4s"	"a 5F"	"5"	"3d7.(4F).4p"	"z 3G*"	"5"		"T3548"	"L11631"	
"351.46270"	"0.00010"	"351.462761"	"0.000018"	"2240"	"4.72e+05"	B	"19390.168"	"47834.550"	"3d6.4s2"	"a 3H"	"6"	"3d6.(3F2).4s.4p.(3P*)"	"x 3G*"	"5"		"T5720"	"L11631"	
"351.64087"	"0.00010"	"351.64086"	"0.00004"	"3090"	"3.6e+06"	E	"24338.767"	"52768.743"	"3d6.4s2"	"b 3G"	"3"	"3d7.(2H).4p"	"w 3H*"	"4"		"T2578n"	"L11631"	
"351.65572"	"0.00010"	"351.655641"	"0.000018"	"1410"	"6.82e+06"	B	"23110.939"	"51539.720"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d6.(5D).4s (6D).4d"	"e 7G"	"2"		"T5720"	"L11631"	
"351.86826"	"0.00019"	"351.868262"	"0.000018"	"1260"	"2.35e+06"	C+	"23192.500"	"51604.103"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.(5D).4s (6D).4d"	"f 5F"	"3"		"T5720"	"L11631"	
"351.88694"	"0.00010"	"351.886766"	"0.000018"	"1260"	"8.51e+05"	B	"17726.988"	"46137.097"	"3d7.(4P).4s"	"a 5P"	"2"	"3d7.(4P).4p"	"w 5P*"	"3"		"T5720"	"L11631"	
"352.00228"	"0.00025"	"352.00229"	"0.00003"	"520"	""		"26406.465"	"54807.250"	"3d7.(2D2).4s"	"a 3D"	"1"	"3d7.(4F).5p"	"3D*"	"1"		""	"L11631"	
"352.08463"	"0.00019"	"352.08463"	"0.00003"	"1150"	"1.50e+06"	C+	"21038.987"	"49433.131"	"3d6.4s2"	"b 3F2"	"2"	"3d7.(2G).4p"	"w 3F*"	"2"		"T5720"	"L11631"	
"352.1261"	"0.0003"	"352.126097"	"0.000018"	"204000bl"	"6.14e+06"	B+	"7376.764"	"35767.564"	"3d7.(4F).4s"	"a 5F"	"4"	"3d7.(4F).4p"	"z 3G*"	"4"		"T5720"	"L11631"	
"352.18366"	"0.00010"	"352.183719"	"0.000018"	"2510"	"3.51e+06"	C+	"17927.382"	"46313.537"	"3d7.(4P).4s"	"a 5P"	"1"	"3d7.(4P).4p"	"w 5P*"	"2"		"T5720"	"L11631"	
"352.22678"	"0.00010"	"352.226790"	"0.000018"	"3800"	"5.03e+06"	B	"22845.869"	"51228.553"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"5"	"3d6.(5D).4s (6D).4d"	"e 7G"	"5"		"T5720"	"L11631"	
"352.28973"	"0.00019"	"352.289932"	"0.000018"	"1230"	"3.51e+06"	C+	"23192.500"	"51570.097"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.(5D).4s (6D).4d"	"e 7S"	"3"		"T5720"	"L11631"	
"352.31746"	"0.00025"	"352.317445"	"0.000018"	"339"	""		"26224.969"	"54600.350"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d6.(3G).4s.4p.(3P*)"	"t 3G*"	"3"		""	"L11631"	
"352.33084"	"0.00010"	"352.33084"	"0.00003"	"1480"	"1.06e+07"	C+	"23192.500"	"51566.802"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.(5D).4s (6D).4d"	"e 7G"	"1"		"T5720"	"L11631"	
"352.40739"	"0.00004"	"352.407390"	"0.000018"	"12600"	"9.9e+06"	D	"20874.482"	"49242.621"	"3d6.4s2"	"b 3F2"	"3"	"3d6.(3F2).4s.4p.(3P*)"	"v 3D*"	"2"		"T2491n"	"L11631"	
"352.42395"	"0.00004"	"352.423938"	"0.000018"	"10000"	"5.04e+06"	B	"18378.186"	"46744.993"	"3d6.4s2"	"a 3P2"	"2"	"3d7.(4P).4p"	"u 5D*"	"3"		"T5720"	"L11631"	
"352.45186"	"0.00019"	"352.45193"	"0.00003"	"790"	""		"22249.429"	"50613.983"	"3d7.(2G).4s"	"a 3G"	"3"	"3d6.(3F2).4s.4p.(3P*)"	"x 1G*"	"4"		""	"L11631"	
"352.58533"	"0.00010"	"352.585389"	"0.000018"	"1660"	""		"22996.674"	"51350.492"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.(5D).4s (4D).5s"	"g 5D"	"4"		""	"L11631"	
"352.60406"	"0.00004"	"352.604056"	"0.000018"	"339000"	"1.14e+06"	B	"704.007"	"29056.324"	"3d6.4s2"	"a 5D"	"2"	"3d6.(5D).4s.4p.(3P*)"	"z 5P*"	"3"		"T5720"	"L11631"	
"352.61656"	"0.00004"	"352.616556"	"0.000018"	"100000"	"4.14e+06"	B+	"7728.060"	"36079.372"	"3d7.(4F).4s"	"a 5F"	"3"	"3d7.(4F).4p"	"z 3G*"	"3"		"T5720"	"L11631"	
"352.62377"	"0.00004"	"352.623782"	"0.000018"	"9100"	"1.70e+07"	B+	"23110.939"	"51461.670"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d6.(5D).4s (6D).4d"	"f 5F"	"4"		"T5720"	"L11631"	
"352.63811"	"0.00004"	"352.638112"	"0.000018"	"17000"	"4.13e+07"	B+	"23110.939"	"51460.518"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d6.(5D).4s (6D).4d"	"e 7G"	"3"		"T5720"	"L11631"	
"352.64672"	"0.00004"	"352.646707"	"0.000018"	"20000"	"1.29e+07"	B	"18378.186"	"46727.074"	"3d6.4s2"	"a 3P2"	"2"	"3d6.(3P2).4s.4p.(3P*)"	"y 3P*"	"2"		"T5720"	"L11631"	
"352.66743"	"0.00004"	"352.667458"	"0.000018"	"15100"	"5.26e+07"	B+	"23192.500"	"51539.720"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.(5D).4s (6D).4d"	"e 7G"	"2"		"T5720"	"L11631"	
"352.77926"	"0.00004"	"352.779254"	"0.000018"	"12000"	"2.17e+07"	B+	"22996.674"	"51334.911"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.(5D).4s (6D).4d"	"e 7G"	"4"		"T5720"	"L11631"	
"352.78895"	"0.00019"	"352.78906"	"0.00003"	"620"	""		"22249.429"	"50586.878"	"3d7.(2G).4s"	"a 3G"	"3"	"3d7.(2G).4p"	"z 1F*"	"3"		""	"L11631"	
"352.82382"	"0.00025"	"352.823579"	"0.000018"	"288"	""		"19788.251"	"48122.928"	"3d6.4s2"	"a 3H"	"4"	"3d6.(3G).4s.4p.(3P*)"	"v 5F*"	"3"		""	"L11631"	
"352.95240"	"0.00019"	"352.95231"	"0.00004"	"850"	""		"24574.655"	"52898.998"	"3d7.(2G).4s"	"a 1G"	"4"	"3d7.(2H).4p"	"y 3I*"	"5"		""	"L11631"	
"352.98196"	"0.00004"	"352.98196"	"0.00003"	"11700"	"7.75e+07"	B	"23244.838"	"51566.802"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"1"	"3d6.(5D).4s (6D).4d"	"e 7G"	"1"		"T5720"	"L11631"	
"353.03865"	"0.00004"	"353.038663"	"0.000018"	"4680"	"4.65e+06"	D+	"22650.416"	"50967.831"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"6"	"3d6.(5D).4s (6D).4d"	"e 7G"	"6"		"T5720"	"L11631"	
"353.14376"	"0.00019"	"353.143721"	"0.000018"	"850"	"6.65e+05"	C+	"19621.006"	"47929.997"	"3d6.4s2"	"a 3H"	"5"	"3d6.(3G).4s.4p.(3P*)"	"v 5F*"	"4"		"T5720"	"L11631"	
"353.25688"	"0.00010"	"353.25689"	"0.00003"	"1480"	""		"26406.465"	"54706.387"	"3d7.(2D2).4s"	"a 3D"	"1"	"3d7.(4F).5p"	"3F*"	"2"		""	"L11631"	
"353.30064"	"0.00004"	"353.30064"	"0.00004"	"12900"	"8.52e+07"	B	"23270.384"	"51566.802"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"0"	"3d6.(5D).4s (6D).4d"	"e 7G"	"1"		"T5720"	"L11631"	
"353.31979"	"0.00004"	"353.319818"	"0.000018"	"24500"	"8.25e+07"	B+	"23244.838"	"51539.720"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"1"	"3d6.(5D).4s (6D).4d"	"e 7G"	"2"		"T5720"	"L11631"	
"353.4525"	"0.0003"	"353.45247"	"0.00009"	"1150bl*"	"2.20e+06"	C+	"28819.954"	"57104.217"	"3d7.(2H).4s"	"a 1H"	"5"	"3d6.(1I).4s.4p.(3P*)"	"x 3I*"	"5"		"T5720"	"L11631"	
"353.4525"	"0.0003"	"353.45255"	"0.00003"	"1150bl*"	""		"29356.744"	"57641.001"	"3d6.4s2"	"b 3D"	"2"	"3d6.(3D).4s.4p.(3P*)"	"t 3F*"	"3"		""	"L11631"	
"353.49060"	"0.00019"	"353.490503"	"0.000018"	"560"	"1.1e+05"	E	"12560.934"	"40842.154"	"3d7.(4F).4s"	"a 3F"	"3"	"3d6.(5D).4s.4p.(1P*)"	"x 5F*"	"3"		"T2578n"	"L11631"	
"353.65556"	"0.00004"	"353.655599"	"0.000018"	"39800"	"9.95e+07"	B+	"23192.500"	"51460.518"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.(5D).4s (6D).4d"	"e 7G"	"3"		"T5720"	"L11631"	
"353.74918"	"0.00010"	"353.749169"	"0.000018"	"3470"	"2.27e+06"	B	"20874.482"	"49135.023"	"3d6.4s2"	"b 3F2"	"3"	"3d6.(3F2).4s.4p.(3P*)"	"v 3D*"	"3"		"T5720"	"L11631"	
"353.77288"	"0.00004"	"353.77287"	"0.00003"	"10500"	"1.33e+07"	C+	"21038.987"	"49297.635"	"3d6.4s2"	"b 3F2"	"2"	"3d6.(3F2).4s.4p.(3P*)"	"v 3D*"	"1"		"T5720"	"L11631"	
"353.78947"	"0.00004"	"353.789469"	"0.000018"	"8900"	"8.0e+06"	E	"22845.869"	"51103.191"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"5"	"3d6.(5D).4s (6D).4d"	"f 5F"	"5"		"T2578n"	"L11631"	
"353.82513"	"0.00019"	"353.82514"	"0.00003"	"780"	""		"22946.816"	"51201.289"	"3d7.(4P).4s"	"b 3P"	"1"	"3d7.(2D2).4p"	"v 3F*"	"2"		""	"L11631"	
"353.8553"	"0.0003"	"353.85543"	"0.00003"	"324"	""		"20037.816"	"48289.871"	"3d6.4s2"	"a 3P2"	"0"	"3d5.(6S).4s2.4p"	"v 5P*"	"1"		""	"L11631"	
"353.8782"	"0.0003"	"353.87845"	"0.00004"	"479"	""		"28819.954"	"57070.171"	"3d7.(2H).4s"	"a 1H"	"5"	"3d6.(1I).4s.4p.(3P*)"	"x 3I*"	"6"		""	"L11631"	
"354.01209"	"0.00004"	"354.012088"	"0.000018"	"7200"	"9.48e+06"	C+	"23110.939"	"51350.492"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d6.(5D).4s (4D).5s"	"g 5D"	"4"		"T5720"	"L11631"	
"354.07094"	"0.00004"	"354.070918"	"0.000018"	"4570"	"2.45e+05"	C+	"7376.764"	"35611.625"	"3d7.(4F).4s"	"a 5F"	"4"	"3d7.(4F).4p"	"z 5G*"	"3"		"T5720"	"L11631"	
"354.08006"	"0.00010"	"354.08000"	"0.00003"	"3890"	""		"19621.006"	"47855.143"	"3d6.4s2"	"a 3H"	"5"	"3d6.(3G).4s.4p.(3P*)"	"y 5H*"	"6"		""	"L11631"	
"354.10831"	"0.00004"	"354.108318"	"0.000018"	"60000"	"8.65e+07"	B+	"22996.674"	"51228.553"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.(5D).4s (6D).4d"	"e 7G"	"5"		"T5720"	"L11631"	
"354.20754"	"0.00004"	"354.207525"	"0.000018"	"52000"	"9.51e+07"	B+	"23110.939"	"51334.911"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d6.(5D).4s (6D).4d"	"e 7G"	"4"		"T5720"	"L11631"	
"354.22432"	"0.00010"	"354.224343"	"0.000018"	"3470"	""		"18378.186"	"46600.818"	"3d6.4s2"	"a 3P2"	"2"	"3d6.(3P2).4s.4p.(3P*)"	"z 3S*"	"1"		""	"L11631"	
"354.33849"	"0.00010"	"354.338447"	"0.000018"	"2140"	"4.88e+05"	C+	"19621.006"	"47834.550"	"3d6.4s2"	"a 3H"	"5"	"3d6.(3F2).4s.4p.(3P*)"	"x 3G*"	"5"		"T5720"	"L11631"	
"354.36746"	"0.00010"	"354.36751"	"0.00004"	"3470"	"1.6e+07"	E	"27543.003"	"55754.233"	"3d7.(2P).4s"	"a 1P"	"1"	"3d7.(2D2).4p"	"w 1D*"	"2"		"T2578n"	"L11631"	
"354.46296"	"0.00010"	"354.462956"	"0.000018"	"2950"	"1.6e+06"	E	"21038.987"	"49242.621"	"3d6.4s2"	"b 3F2"	"2"	"3d6.(3F2).4s.4p.(3P*)"	"v 3D*"	"2"		"T2578n"	"L11631"	
"354.56397"	"0.00004"	"354.563971"	"0.000018"	"9800"	"2.05e+07"	B+	"22996.674"	"51192.273"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.(5D).4s (6D).4d"	"e 7F"	"4"		"T5720"	"L11631"	
"354.58305"	"0.00010"	"354.58297"	"0.00004"	"1200"	""		"24574.655"	"52768.743"	"3d7.(2G).4s"	"a 1G"	"4"	"3d7.(2H).4p"	"w 3H*"	"4"		""	"L11631"	
"354.62051"	"0.00019"	"354.620407"	"0.000018"	"890"	""		"19621.006"	"47812.118"	"3d6.4s2"	"a 3H"	"5"	"3d6.(3F2).4s.4p.(3P*)"	"x 3G*"	"4"		""	"L11631"	
"354.71940"	"0.00010"	"354.71937"	"0.00004"	"2190"	"7.13e+06"	B	"26627.609"	"54810.856"	"3d7.(2H).4s"	"b 3H"	"4"	"3d6.(3G).4s.4p.(3P*)"	"w 1G*"	"4"		"T5720"	"L11631"	
"354.80204"	"0.00010"	"354.80191"	"0.00003"	"1550"	""		"24335.766"	"52512.457"	"3d7.(2P).4s"	"c 3P"	"2"	"3d7.(2P).4p"	"u 3D*"	"1"		""	"L11631"	
"354.98646"	"0.00019"	"354.986433"	"0.000018"	"830"	"6.1e+05"	E	"12968.554"	"41130.599"	"3d7.(4F).4s"	"a 3F"	"2"	"3d6.(5D).4s.4p.(1P*)"	"x 5F*"	"1"		"T2578n"	"L11631"	
"355.21058"	"0.00010"	"355.21055"	"0.00003"	"1450"	"4.8e+06"	E	"24772.018"	"52916.295"	"3d7.(2P).4s"	"c 3P"	"1"	"3d7.(2D2).4p"	"v 3P*"	"2"		"T2578n"	"L11631"	
"355.24247"	"0.00019"	"355.242496"	"0.000018"	"417"	""		"19788.251"	"47929.997"	"3d6.4s2"	"a 3H"	"4"	"3d6.(3G).4s.4p.(3P*)"	"v 5F*"	"4"		""	"L11631"	
"355.28277"	"0.00004"	"355.282821"	"0.000018"	"4900"	"1.74e+07"	B+	"23192.500"	"51331.052"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.(5D).4s (6D).4d"	"e 7F"	"2"		"T5720"	"L11631"	
"355.28549"	"0.00010"	"355.28547"	"0.00004"	"1320"	"5.91e+06"	C+	"25091.599"	"53229.941"	"3d7.(2P).4s"	"c 3P"	"0"	"3d7.(2D2).4p"	"v 3P*"	"1"		"T5720"	"L11631"	
"355.37383"	"0.00004"	"355.37382"	"0.00004"	"21900"	"1.09e+08"	B	"28819.954"	"56951.301"	"3d7.(2H).4s"	"a 1H"	"5"	"3d7.(2H).4p"	"v 1G*"	"4"		"T5720"	"L11631"	
"355.41180"	"0.00004"	"355.411785"	"0.000018"	"10700"	"6.57e+05"	B+	"7728.060"	"35856.402"	"3d7.(4F).4s"	"a 5F"	"3"	"3d7.(4F).4p"	"z 5G*"	"2"		"T5720"	"L11631"	
"355.4501"	"0.0003"	"355.450138"	"0.000018"	"3160bl"	"9.87e+06"	B	"23244.838"	"51370.145"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"1"	"3d6.(5D).4s (6D).4d"	"e 5G"	"2"		"T5720"	"L11631"	
"355.4643"	"0.0003"	"355.46428"	"0.00003"	"520"	""		"26406.465"	"54530.653"	"3d7.(2D2).4s"	"a 3D"	"1"	"3d7.(4F).5p"	"5D*"	"2"		""	"L11631"	
"355.49243"	"0.00004"	"355.492419"	"0.000018"	"110000"	"1.40e+08"	B+	"22845.869"	"50967.831"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"5"	"3d6.(5D).4s (6D).4d"	"e 7G"	"6"		"T5720"	"L11631"	
"355.5448"	"0.0003"	"355.54491"	"0.00003"	"407"	""		"26224.969"	"54342.779"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d7.(4F).5p"	"3D*"	"2"		""	"L11631"	
"355.66803"	"0.00010"	"355.668045"	"0.000018"	"1510"	"3.15e+06"	B	"23110.939"	"51219.015"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d6.(5D).4s (6D).4d"	"e 5G"	"3"		"T5720"	"L11631"	
"355.68776"	"0.00004"	"355.687773"	"0.000018"	"38000"	"4.1e+07"	D	"22996.674"	"51103.191"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.(5D).4s (6D).4d"	"f 5F"	"5"		"T2491n"	"L11631"	
"355.8412"	"0.0003"	"355.84105"	"0.00003"	"380"	""		"24118.819"	"52213.230"	"3d6.4s2"	"b 3G"	"4"	"3d7.(2D2).4p"	"t 3D*"	"3"		""	"L11631"	
"355.85148"	"0.00004"	"355.851482"	"0.000018"	"380000"	"1.77e+07"	B+	"7985.785"	"36079.372"	"3d7.(4F).4s"	"a 5F"	"2"	"3d7.(4F).4p"	"z 3G*"	"3"		"T5720"	"L11631"	
"355.95030"	"0.00010"	"355.95033"	"0.00003"	"3980"	"2.2e+07"	D+	"24772.018"	"52857.804"	"3d7.(2P).4s"	"c 3P"	"1"	"3d7.(2D2).4p"	"t 3D*"	"1"		"T2491n"	"L11631"	
"356.06965"	"0.00004"	"356.069691"	"0.000018"	"3160"	"7.4e+06"	D+	"26224.969"	"54301.340"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d6.(3D).4s.4p.(3P*)"	"5D*"	"4"		"T2491n"	"L11631"	
"356.45150"	"0.00010"	"356.451489"	"0.000018"	"2240"	"2.50e+05"	D+	"19788.251"	"47834.550"	"3d6.4s2"	"a 3H"	"4"	"3d6.(3F2).4s.4p.(3P*)"	"x 3G*"	"5"		"T5720"	"L11631"	
"356.45567"	"0.00010"	"356.45567"	"0.00003"	"2090"	"6.39e+05"	B	"19788.251"	"47834.221"	"3d6.4s2"	"a 3H"	"4"	"3d6.(3F2).4s.4p.(3P*)"	"x 3G*"	"3"		"T5720"	"L11631"	
"356.53787"	"0.00004"	"356.537873"	"0.000018"	"760000"	"4.29e+07"	B+	"7728.060"	"35767.564"	"3d7.(4F).4s"	"a 5F"	"3"	"3d7.(4F).4p"	"z 3G*"	"4"		"T5720"	"L11631"	
"356.55811"	"0.00004"	"356.558156"	"0.000018"	"11500"	""		"23110.939"	"51148.848"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d6.(5D).4s (6D).4d"	"e 7F"	"3"		""	"L11631"	
"356.63095"	"0.00019"	"356.63084"	"0.00003"	"600"	"3.3e+06"	E	"18378.186"	"46410.381"	"3d6.4s2"	"a 3P2"	"2"	"3d7.(4P).4p"	"w 5P*"	"1"		"T2578n"	"L11631"	
"356.65803"	"0.00010"	"356.658003"	"0.000018"	"1070"	""		"19390.168"	"47420.228"	"3d6.4s2"	"a 3H"	"6"	"3d6.(3G).4s.4p.(3P*)"	"w 5G*"	"5"		""	"L11631"	
"356.70309"	"0.00004"	"356.703117"	"0.000018"	"3890"	"8.34e+06"	B+	"23192.500"	"51219.015"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.(5D).4s (6D).4d"	"e 5G"	"3"		"T5720"	"L11631"	
"356.73688"	"0.00010"	"356.736823"	"0.000018"	"1950"	"4.71e+05"	C+	"19788.251"	"47812.118"	"3d6.4s2"	"a 3H"	"4"	"3d6.(3F2).4s.4p.(3P*)"	"x 3G*"	"4"		"T5720"	"L11631"	
"356.84322"	"0.00010"	"356.843393"	"0.000018"	"930"	"5.32e+06"	C+	"23192.500"	"51207.998"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.(5D).4s (6D).4d"	"e 7F"	"1"		"T5720"	"L11631"	
"356.88231"	"0.00010"	"356.882273"	"0.000018"	"2690"	"6.72e+06"	C	"26224.969"	"54237.415"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d6.(3G).4s.4p.(3P*)"	"t 3G*"	"4"		"T5720"	"L11631"	
"356.89742"	"0.00004"	"356.89741"	"0.00003"	"6800"	"4.64e+06"	B+	"21715.732"	"49726.990"	"3d7.(2G).4s"	"a 3G"	"5"	"3d7.(2G).4p"	"y 3H*"	"4"		"T5720"	"L11631"	
"357.00100"	"0.00004"	"357.000977"	"0.000018"	"10700"	"6.03e+06"	B	"19552.478"	"47555.610"	"3d6.4s2"	"a 3P2"	"1"	"3d7.(4P).4p"	"y 3S*"	"1"		"T5720"	"L11631"	
"357.00975"	"0.00004"	"357.009748"	"0.000018"	"r"	"6.76e+07"	A	"7376.764"	"35379.208"	"3d7.(4F).4s"	"a 5F"	"4"	"3d7.(4F).4p"	"z 3G*"	"5"		"T3548"	"L11631"	
"357.02539"	"0.00004"	"357.02541"	"0.00003"	"138000"	""		"22650.416"	"50651.632"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"6"	"3d6.(5D).4s (6D).4d"	"e 7G"	"7"		""	"L11631"	
"357.12254"	"0.00019"	"357.122363"	"0.000018"	"1700"	"2.3e+05"	E	"11976.239"	"39969.853"	"3d7.(4F).4s"	"a 3F"	"4"	"3d6.(5D).4s.4p.(1P*)"	"x 5D*"	"3"		"T2578n"	"L11631"	
"357.19950"	"0.00004"	"357.199499"	"0.000018"	"20000"	"2.89e+07"	B+	"22845.869"	"50833.438"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"5"	"3d6.(5D).4s (6D).4d"	"e 7F"	"5"		"T5720"	"L11631"	
"357.25903"	"0.00010"	"357.259037"	"0.000018"	"1550"	"3.31e+06"	C	"22996.674"	"50979.579"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.(5D).4s (6D).4d"	"e 5G"	"4"		"T5720"	"L11631"	
"357.33934"	"0.00010"	"357.339362"	"0.000018"	"2750"	"1.05e+07"	D+	"26623.735"	"54600.350"	"3d7.(2D2).4s"	"a 3D"	"2"	"3d6.(3G).4s.4p.(3P*)"	"t 3G*"	"3"		"T5720"	"L11631"	
"357.38289"	"0.00004"	"357.38288"	"0.00003"	"17000"	"2.41e+06"	B	"19390.168"	"47363.376"	"3d6.4s2"	"a 3H"	"6"	"3d6.(3G).4s.4p.(3P*)"	"w 5G*"	"6"		"T5720"	"L11631"	
"357.38884"	"0.00004"	"357.388852"	"0.000018"	"13800"	"5.73e+07"	B+	"26627.609"	"54600.350"	"3d7.(2H).4s"	"b 3H"	"4"	"3d6.(3G).4s.4p.(3P*)"	"t 3G*"	"3"		"T5720"	"L11631"	
